,id,retweet_count,favorite_count
2152,669354382627049472,1311,2773
2153,669353438988365824,266,660
2154,669351434509529089,194,448
2155,669328503091937280,431,1032
2156,669327207240699904,120,586
2157,669324657376567296,214,507
2158,669216679721873412,415,1212
2159,669214165781868544,177,451
2160,669203728096960512,495,1027
2161,669037058363662336,323,676
2162,669015743032369152,385,756
2163,669006782128353280,260,591
2164,669000397445533696,6587,21325
2165,668994913074286592,241,451
2166,668992363537309700,358,761
2167,668989615043424256,338,697
2168,668988183816871936,488,920
2169,668986018524233728,173,566
2170,668981893510119424,318,552
2171,668979806671884288,357,812
2172,668975677807423489,602,1332
2173,668967877119254528,25,149
2174,668960084974809088,246,724
2175,668955713004314625,74,285
2176,668932921458302977,59,273
2177,668902994700836864,104,325
2178,668892474547511297,155,408
2179,668872652652679168,308,541
2180,668852170888998912,172,462
2181,668826086256599040,142,446
2182,668815180734689280,281,584
2183,668779399630725120,382,716
2184,668655139528511488,225,543
2185,668645506898350081,557,917
2186,668643542311546881,546,900
2187,668641109086707712,556,1097
2188,668636665813057536,504,1068
2189,668633411083464705,1707,2884
2190,668631377374486528,326,737
2191,668627278264475648,118,326
2192,668625577880875008,139,398
2193,668623201287675904,803,1475
2194,668620235289837568,44,208
2195,668614819948453888,322,622
2196,668587383441514497,1112,1701
2197,668567822092664832,57,252
2198,668544745690562560,236,532
2199,668542336805281792,223,472
2200,668537837512433665,78,257
2201,668528771708952576,232,473
2202,668507509523615744,111,333
2203,668496999348633600,135,420
2204,668484198282485761,242,434
2205,668480044826800133,153,472
2206,668466899341221888,529,901
2207,668297328638447616,307,633
2208,668291999406125056,32,251
2209,668286279830867968,142,517
2210,668274247790391296,236,843
2211,668268907921326080,243,562
2212,668256321989451776,636,1332
2213,668248472370458624,502,1014
2214,668237644992782336,2936,6339
2215,668226093875376128,106,303
2216,668221241640230912,203,520
2217,668204964695683073,200,561
2218,668190681446379520,200,665
2219,668171859951755264,201,503
2220,668154635664932864,325,506
2221,668142349051129856,295,575
2222,668113020489474048,252,678
2223,667937095915278337,817,1293
2224,667924896115245057,114,307
2225,667915453470232577,58,215
2226,667911425562669056,311,498
2227,667902449697558528,385,862
2228,667886921285246976,1120,1923
2229,667885044254572545,503,835
2230,667878741721415682,122,400
2231,667873844930215936,417,640
2232,667866724293877760,1061,3055
2233,667861340749471744,79,244
2234,667832474953625600,63,293
2235,667806454573760512,512,1071
2236,667801013445750784,97,335
2237,667793409583771648,336,711
2238,667782464991965184,250,420
2239,667773195014021121,58,240
2240,667766675769573376,222,449
2241,667728196545200128,152,381
2242,667724302356258817,326,492
2243,667550904950915073,35,0
2244,667550882905632768,33,0
2245,667549055577362432,2335,5883
2246,667546741521195010,127,338
2247,667544320556335104,536,881
2248,667538891197542400,67,209
2249,667534815156183040,551,830
2250,667530908589760512,245,478
2251,667524857454854144,1136,1726
2252,667517642048163840,196,374
2253,667509364010450944,2175,6871
2254,667502640335572993,224,538
2255,667495797102141441,280,531
2256,667491009379606528,232,539
2257,667470559035432960,100,259
2258,667455448082227200,60,194
2259,667453023279554560,91,318
2260,667443425659232256,592,794
2261,667437278097252352,242,453
2262,667435689202614272,84,308
2263,667405339315146752,221,473
2264,667393430834667520,58,197
2265,667369227918143488,167,370
2266,667211855547486208,245,498
2267,667200525029539841,265,621
2268,667192066997374976,109,388
2269,667188689915760640,423,752
2270,667182792070062081,6320,14471
2271,667177989038297088,55,192
2272,667176164155375616,468,614
2273,667174963120574464,84,247
2274,667171260800061440,91,223
2275,667165590075940865,1161,2718
2276,667160273090932737,62,260
2277,667152164079423490,17410,48269
2278,667138269671505920,2251,4660
2279,667119796878725120,128,331
2280,667090893657276420,129,337
2281,667073648344346624,124,408
2282,667070482143944705,14,84
2283,667065535570550784,48,167
2284,667062181243039745,55,219
2285,667044094246576128,51,185
2286,667012601033924608,226,452
2287,666996132027977728,96,247
2288,666983947667116034,995,2570
2289,666837028449972224,559,825
2290,666835007768551424,80,217
2291,666826780179869698,97,255
2292,666817836334096384,254,522
2293,666804364988780544,94,242
2294,666786068205871104,488,764
2295,666781792255496192,199,389
2296,666776908487630848,175,350
2297,666739327293083650,66,238
2298,666701168228331520,219,433
2299,666691418707132416,47,189
2300,666649482315059201,628,1120
2301,666644823164719104,83,232
2302,666454714377183233,208,520
2303,666447344410484738,20,104
2304,666437273139982337,48,124
2305,666435652385423360,53,165
2306,666430724426358785,197,316
2307,666428276349472768,83,165
2308,666421158376562688,111,315
2309,666418789513326592,45,123
2310,666411507551481857,324,440
2311,666407126856765440,40,107
2312,666396247373291520,84,167
2313,666373753744588802,92,186
2314,666362758909284353,564,770
2315,666353288456101888,71,218
2316,666345417576210432,133,290
2317,666337882303524864,90,197
2318,666293911632134144,352,494
2319,666287406224695296,64,146
2320,666273097616637952,76,174
2321,666268910803644416,35,102
2322,666104133288665088,6493,14173
2323,666102155909144576,12,80
2324,666099513787052032,67,153
2325,666094000022159362,72,163
2326,666082916733198337,44,116
2327,666073100786774016,162,319
2328,666071193221509120,59,145
2329,666063827256086533,215,471
2330,666058600524156928,57,111
2331,666057090499244032,141,294
2332,666055525042405380,246,432
2333,666051853826850816,841,1207
2334,666050758794694657,59,132
2335,666049248165822465,40,107
2336,666044226329800704,139,296
2337,666033412701032449,44,125
2338,666029285002620928,47,129
2339,666020888022790149,508,2545
